Geneid	KEGG_ko
gene5303	K10838
gene5304	K09291,K20478
gene4044	K11844
gene895	K10176,K10177,K17509
gene896	K10176
gene8257	K06532
gene12486	K02375
gene14211	K08202
gene3057	K19680
gene3058	K08493
gene13443	K20673
gene10348	K00669
gene10351	K04739
gene8783	K15117
gene8784	K14775
gene3307	K09191,K09228
gene3308	K09228
gene3311	K13963
gene3312	K03211
gene3607	K09584
gene3608	K13110
gene3609	K18403
gene3459	K20694
gene3749	K20792
gene3750	K02868,K15076
gene8264	K12585
gene7192	K08838
gene1269	K01080
gene1270	K12405
gene1273	K00858,K15198
gene1274	K15309,K16335
gene1275	K00182,K00408,K00444,K00572
gene6839	K15263
gene6840	K17783
gene392	K00629
gene393	K10479
gene394	K04403
gene396	K14719
gene7838	K11275
gene7839	K11253,K11254
gene7840	K11251
gene7841	K11253,K11275
gene7842	K11253,K11254
gene7843	K11251
gene12359	K22182
gene12360	K12489
gene14094	K03066
gene7019	K01092
gene7021	K01895
gene4595	K13023,K17256
gene6256	K09565
gene6258	K18421
gene6259	K03942,K13917
gene11850	K01937
gene5337	K11374
gene269	K04578,K04579
gene270	K03094
gene271	K03094
gene273	K05313,K19398
gene274	K05313,K19398
gene277	K05700
gene279	K02349
gene9907	K08741
gene9879	K03504,K17412
gene9880	K01409
gene9881	K13097
gene2818	K13885
gene1174	K16748
gene1175	K15630
gene1908	K02926
gene1909	K02144
gene1910	K11293
gene1911	K01489
gene1912	K02140
gene1913	K21766
gene1915	K04803,K05312
gene1916	K04803,K05312
gene1917	K04803,K05312
gene1918	K09437,K09443
gene1521	K13278
gene1525	K07151
gene1526	K02209
gene3426	K04455,K09542,K09543,K09545
gene3427	K04455,K09542,K09543,K09545
gene3428	K04455,K09542,K09543,K09545
gene3429	K04455,K09542,K09543,K09545
gene3430	K04455,K09542,K09543,K09545
gene3431	K04455,K09542,K09543,K09545
gene3432	K04455,K09542,K09543,K09545
gene3433	K04455,K09542,K09543,K09545
gene3434	K04455,K09542,K09543,K09545
gene3435	K04455,K09542,K09543,K09545
gene3436	K04455,K09542,K09543,K09545
gene3437	K04455,K09542,K09543,K09545
gene3438	K18437
gene2233	K13146
gene2236	K04860,K04861
gene2238	K00026
gene2241	K08790
gene2242	K08790
gene2243	K03135
gene10073	K09884
gene10074	K09884
gene6683	K18742
gene6686	K14860
gene1488	K08866
gene1489	K17809
gene1490	K06883
gene1491	K15193
gene1492	K08900
gene1493	K13667
gene1494	K08678
gene1495	K08678
gene1498	K00864
gene12214	K04434
gene1054	K19403
gene1055	K03231,K13199
gene1057	K19283
gene1058	K01148
gene1059	K09648
gene1061	K03019
gene1062	K08056,K09582
gene1063	K12585,K18758
gene1064	K02089,K02091,K02503
gene1065	K12399
gene11325	K09228
gene12346	K18486
gene4217	K01446
gene4218	K01446
gene11726	K09187,K09188
gene12030	K08049
gene2998	K08583,K08788,K16307
gene2999	K16307
gene3000	K18660
gene8717	K03323
gene11398	K17593,K21411
gene11935	K00939,K00944
gene2535	K16529,K21066,K21072
gene2536	K14717
gene2537	K04506,K11153,K11161
gene2538	K04506,K11153,K11161
gene2539	K03495
gene10757	K04153,K04163
gene9640	K01930
gene8343	K20030
gene2461	K06030,K21356
gene2462	K20096
gene2463	K19269
gene2464	K19269
gene2465	K04429
gene2466	K17790
gene2467	K20182
gene9692	K11426
gene9693	K02270
gene9694	K13120
gene5174	K00804
gene5175	K18080
gene13163	K11642,K11643,K14435
gene8439	K19583
gene8440	K19583
gene8441	K02883,K21442
gene8442	K09594
gene11879	K08193,K12301,K12302
gene6330	K00710
gene6332	K09228
gene8449	K00757
gene287	K01278,K08674
gene288	K18040
gene289	K06841,K06842
gene291	K10457
gene11545	K02219
gene13414	K08773
gene7479	K08732,K10839,K17635,K17639
gene8766	K18401
gene8768	K05863
gene8769	K01711
gene2574	K16772
gene2575	K01228
gene2579	K03691
gene2580	K17278
gene1531	K12736
gene1532	K12736
gene3216	K19601
gene3218	K20824
gene3219	K14863,K15456
gene4729	K08657
gene4730	K05860
gene4731	K20301
gene4733	K11294,K15026,K15076
gene4735	K15162
gene4736	K20186
gene4737	K10994,K10995
gene4067	K03440
gene3731	K17681
gene3733	K14610
gene10617	K10598
gene10619	K22069
gene7639	K05283
gene7640	K07190
gene8856	K05015,K05016
gene8857	K05313,K19398
gene4122	K15143
gene4125	K03661
gene1202	K02876
gene1203	K15731
gene1204	K02733,K02739
gene1205	K02960
gene9581	K10572
gene3867	K03869
gene3868	K20303
gene3869	K10134
gene11864	K08827
gene4823	K11130
gene13110	K19329
gene13111	K15442
gene5005	K17231
gene13040	K10425
gene12766	K07378
gene12767	K07378
gene8496	K05673
gene8498	K15139
gene8499	K14768
gene12958	K12045,K12046
gene12959	K13353
gene1869	K18334
gene1870	K19410
gene1871	K00750
gene5206	K08030,K09350
gene8630	K15127
gene8631	K15127
gene8632	K15127
gene8633	K15127
gene8635	K15127
gene8636	K12351
gene4881	K00002,K00011
gene4882	K00002,K00011
gene4883	K00011
gene4884	K00011
gene4885	K00011
gene4886	K00011
gene4887	K03386,K13279
gene4888	K13126
gene1891	K06698
gene12637	K09108
gene12579	K03124
gene11064	K00965
gene11066	K02963
gene9985	K00759
gene9938	K00457
gene9940	K11279,K11282
gene12095	K16782
gene4156	K12897
gene4157	K10865
gene4158	K22071
gene7430	K02331
gene7431	K10901
gene7432	K02990,K14383
gene3115	K14308
gene2940	K20724
gene2942	K16546
gene2943	K09548
gene2945	K17794
gene2946	K09669,K11257
gene2948	K05544
gene2949	K03841
gene2950	K20184
gene2953	K00734
gene6563	K09667
gene6564	K00940
gene7063	K17413
gene7064	K10401
gene7065	K10401
gene7066	K18328
gene7067	K15108
gene7068	K10712
gene13148	K01681
gene13621	K09219
gene6358	K10380
gene621	K01183
gene625	K15262
gene627	K18172
gene628	K14020
gene632	K02273
gene633	K01834
gene634	K04233
gene12871	K19404
gene5466	K11313
gene5467	K10899
gene5658	K00002,K00011
gene5661	K08129
gene955	K12572
gene957	K12572
gene12200	K01769
gene3043	K02373
gene3044	K11593
gene3045	K20823
gene3046	K07424,K14999,K15003,K17689,K17690,K17691,K17692,K17860
gene3047	K20823
gene13076	K15100
gene8062	K03768
gene8063	K01802,K09566
gene4695	K13525,K14575
gene4697	K17343
gene4698	K19326
gene4699	K19326
gene4700	K19326
gene13762	K02955
gene8340	K04638
gene8341	K00591
gene1008	K02154
gene1010	K00857,K05961
gene1011	K11095
gene1012	K13114
gene1013	K01867,K10402
gene1015	K19941
gene1016	K16866
gene1021	K00281
gene6823	K08709
gene6824	K16449
gene1727	K09228
gene1730	K09228,K09229
gene1731	K11294,K14789
gene1732	K09228
gene10213	K10350
gene6156	K21248
gene6158	K12623,K14692
gene6159	K05304
gene6161	K10684
gene6162	K05286
gene5233	K14394
gene5235	K09228,K09229
gene5237	K18399
gene5238	K09228,K09229
gene5239	K09228,K09229
gene5241	K09228,K09229
gene5242	K09228,K09229
gene8068	K12849
gene8069	K14556
gene8071	K11648
gene8072	K09453
gene12038	K00699
gene3563	K14847
gene3564	K11594,K17642
gene3565	K14000
gene3566	K20477
gene3568	K05756
gene3569	K02214
gene8558	K09268
gene4210	K01360
gene4541	K14757
gene4542	K14757
gene13271	K15338
gene7104	K16860,K18160
gene13696	K03948
gene13697	K17759
gene3156	K11802
gene9492	K01312
gene9493	K01312
gene9494	K01312,K09640
gene9495	K01312
gene4227	K08578,K08585
gene4228	K11703
gene4229	K09209,K13943
gene4230	K11703
gene4233	K02449,K11129
gene2566	K19682
gene2570	K03871
gene2572	K17580
gene3714	K08701
gene3715	K08701
gene3719	K06272
gene4544	K19269,K21013
gene2384	K15621
gene2385	K11845,K11855
gene2386	K13354
gene2387	K17401
gene2388	K06963
gene2389	K02503
gene2390	K12830
gene12471	K10838
gene4739	K15119
gene4741	K05956,K12373
gene4744	K00966
gene4746	K10590
gene427	K19327
gene428	K00889,K03029
gene429	K17579
gene430	K15603
gene432	K15698
gene433	K17915
gene435	K17915
gene436	K14713
gene437	K12866
gene438	K18169
gene8912	K11140
gene8913	K11140
gene10430	K14611
gene8076	K04849
gene8077	K04849
gene8078	K04849
gene8079	K04849
gene8080	K04849
gene7573	K12840
gene7574	K12169
gene1763	K08791
gene1765	K11292
gene1766	K03940
gene211	K10577
gene212	K10749
gene213	K11426
gene214	K00876
gene220	K11252,K11275
gene221	K11275
gene222	K11254
gene223	K11251,K15001
gene224	K11252,K11275
gene225	K11253,K11275
gene226	K11253,K11254
gene227	K11251
gene228	K11253,K11275
gene229	K11253,K11254
gene230	K11251
gene231	K11253,K11254
gene232	K11253,K11275
gene233	K11253,K11275
gene234	K11251
gene235	K11253,K11254
gene236	K11251
gene237	K11253,K11275
gene238	K11253,K11254
gene239	K11253,K11275
gene240	K11253,K11254
gene241	K11253,K11275
gene242	K11253,K11254
gene243	K11253,K11275
gene244	K11253,K11254
gene245	K11251
gene246	K11252,K11275
gene247	K11275
gene248	K11253,K11254
gene249	K11251
gene250	K11253,K11275
gene8607	K11125
gene5673	K20726
gene3359	K13198,K14942,K17843
gene3360	K15382
gene3361	K15382
gene3362	K11254
gene3363	K11251,K15001
gene3364	K11252,K11275
gene11170	K14999,K15003
gene11171	K14999,K15003
gene11172	K14999,K15003
gene4960	K04663,K04669,K16620,K16621
gene4961	K20309
gene4962	K17584
gene11232	K20673
gene11233	K20673
gene11234	K20673
gene11235	K20673
gene11236	K07943,K21596
gene11237	K18932
gene10592	K10848
gene5764	K00819
gene5765	K00819
gene12252	K08471
gene12253	K08471
gene8462	K13251
gene1362	K11093
gene13994	K05768,K06564,K08017
gene11981	K01783
gene11982	K04634,K04635
gene9711	K11095
gene9712	K09022
gene5606	K09375
gene1040	K03109
gene1041	K12345
gene1042	K10758
gene1043	K17580
gene1046	K08145
gene1048	K08801
gene1050	K20174
gene1220	K11147,K11164
gene1221	K08851
gene1222	K06688,K08707
gene1223	K14548
gene1224	K10523
gene1226	K10523
gene13651	K13238
gene13652	K13238
gene9037	K01206
gene7269	K01017
gene7271	K20368
gene8669	K06064
gene712	K06115
gene713	K06115
gene8662	K17595
gene8663	K02132
gene4725	K09431,K15592,K15593
gene4726	K19757
gene4727	K11979
gene7036	K20291
gene7037	K07556
gene7039	K17656
gene5680	K12603,K20363
gene5681	K17403
gene5682	K10356
gene11378	K11426
gene11379	K10365
gene9471	K04567
gene9473	K11806
gene9474	K20478
gene9475	K20478
gene11095	K00166,K21439
gene10084	K06491,K16680
gene10371	K09228
gene3475	K18258
gene3476	K10362
gene4114	K00507
gene4115	K00507
gene4116	K12193
gene4117	K17675
gene11036	K12304
gene11037	K05673,K07374
gene8825	K19306
gene8826	K12185
gene8827	K19374
gene8829	K19625
gene8485	K08129
gene2887	K02152
gene6269	K11723,K22184
gene5849	K01834
gene5850	K22073
gene14674	K03943
gene14678	K04555
gene14680	K16518
gene14681	K05038
gene13456	K09228
gene4751	K14689
gene4752	K15008,K16804
gene4753	K15008,K16804
gene7255	K10421,K10422,K10423
gene3696	K13763
gene8559	K10086
gene8560	K10086
gene8562	K11253,K11275
gene12474	K00993,K00994,K13644
gene8420	K09640,K20672
gene8422	K09640,K20672
gene1932	K12827
gene1937	K13443
gene1940	K01672,K13149,K13443
gene1947	K20226
gene1104	K10885
gene1105	K10630
gene1106	K10630
gene1107	K10630
gene1108	K10630
gene1109	K10630
gene1110	K10630
gene1111	K10630
gene1113	K21437
gene5955	K07837,K07838,K07839
gene7922	K02736
gene7562	K11426
gene7563	K03164
gene6551	K11252,K11275
gene6552	K11251
gene6553	K11253,K11254
gene6556	K14799
gene9347	K08193,K12301
gene9348	K04438
gene7826	K03671
gene3190	K14999,K15003
gene3191	K14999,K15003
gene3192	K14999,K15003
gene3193	K14999,K15003
gene917	K01988
gene918	K14285
gene920	K12879
gene922	K13185,K14442
gene923	K08825,K18669
gene13300	K04961,K04962,K04963,K17675
gene11895	K12307
gene11896	K12307
gene11897	K12307
gene11898	K08220
gene376	K15014
gene377	K18624
gene378	K04496
gene379	K09214
gene383	K17093,K17095
gene12718	K16719
gene7762	K11842
gene7763	K02889
gene6877	K20794
gene6878	K01724
gene4071	K14832
gene4072	K13443
gene14636	K11251
gene14637	K11252,K11275
gene14638	K11253,K11275
gene14639	K11253,K11254
gene14640	K11251
gene14641	K11251
gene14642	K11252,K11275
gene14643	K11253,K11275
gene14644	K11253,K11254
gene14600	K18166
gene9073	K16744
gene9074	K04681,K07605,K16332
gene9722	K10645
gene11891	K05734,K05735,K05736
gene1767	K00799
gene1772	K00746
gene13935	K03178,K10698
gene6453	K03113,K12367
gene10184	K10593
gene10185	K10593
gene8028	K07195,K10604
gene14290	K11254
gene14291	K10598
gene14293	K22069
gene10576	K00669
gene9994	K06491,K16680
gene4078	K04678
gene4018	K04659
gene2511	K14552
gene14258	K05197,K05198,K05199,K05200,K05313
gene5485	K03858
gene5488	K00002,K00011
gene14487	K14410,K19283
gene14488	K10773
gene14490	K13187,K13189
gene3710	K04257
gene8308	K01469
gene8309	K18082
gene14085	K01183
gene3939	K11407
gene12409	K06841,K06842
gene707	K16599
gene708	K22037
gene709	K00418
gene710	K02892
gene711	K09485,K09489
gene7320	K10104
gene7459	K00327
gene8989	K03440
gene5621	K10742,K15376
gene5622	K14822
gene5625	K11428
gene5626	K20347
gene5627	K01887
gene6792	K00787
gene6793	K14011
gene1664	K06230,K16797,K16798,K16799
gene1665	K14708
gene1666	K14708
gene1667	K14708
gene750	K07427,K15001,K15007
gene752	K03239
gene753	K16726
gene754	K16726
gene755	K01890
gene756	K01890
gene757	K01052
gene758	K01052
gene759	K01052
gene760	K01052
gene761	K01052
gene762	K01052
gene763	K01052
gene764	K01052
gene765	K01052
gene766	K01052
gene5009	K01197,K19558
gene5011	K05870,K09050,K09052
gene5012	K07190
gene2556	K04984
gene2558	K16302
gene2559	K16302
gene2560	K06201
gene5874	K10590
gene5876	K13675
gene5877	K20779
gene149	K05052,K05053
gene150	K05052,K05053
gene151	K03440
gene152	K10401
gene153	K01107
gene155	K06173,K14838
gene156	K09322
gene157	K11140
gene159	K19870
gene161	K14464
gene162	K14464
gene163	K14464
gene164	K14464
gene166	K20067
gene12338	K01372
gene4629	K16507
gene4630	K16507
gene4631	K05613,K05614
gene4508	K10264,K22379
gene14189	K04676,K16790
gene1679	K00286
gene8128	K09332
gene7030	K13196
gene7031	K07197,K09107
gene5287	K01885
gene5288	K20793
gene5289	K07188
gene11618	K04493
gene6619	K03691
gene9566	K12383
gene9567	K12383
gene9568	K12383
gene1625	K04362,K05093,K05094
gene5415	K14785
gene5417	K06662
gene9592	K02891
gene9593	K02955
gene9594	K13127,K15696
gene9211	K02901
gene115	K00626
gene116	K06816
gene119	K10418
gene120	K10891
gene121	K11416
gene1417	K03231
gene1418	K19730
gene1419	K17529
gene1420	K22414
gene1422	K13024
gene3926	K14684
gene3927	K14684
gene13890	K16449
gene4520	K05313
gene4521	K05313
gene2125	K17491
gene13099	K09545
gene2679	K02325
gene2680	K09592
gene2681	K09592
gene2682	K03130
gene2683	K06874,K09025
gene2685	K10411
gene2686	K16610
gene2687	K00586
gene13905	K17656
gene13906	K17656
gene510	K00736
gene511	K17402,K19528
gene512	K12898
gene515	K05010,K05011
gene516	K17284
gene518	K03968
gene3803	K12076,K21098
gene10871	K15700
gene6483	K01446
gene6485	K01446
gene5868	K15030
gene13547	K18486
gene2618	K09294,K09300,K09306,K21951
gene2619	K09294,K09300,K09306,K21951
gene14563	K10104
gene5803	K02210
gene5805	K02938
gene11373	K01187,K14210
gene11374	K01187,K14210
gene11375	K01187,K14210
gene11376	K01187,K14210
gene8582	K13509
gene8584	K13509
gene9368	K09213
gene12216	K16832
gene6241	K18405,K18413
gene6245	K14779
gene6246	K09552
gene6248	K10802,K11295
gene13026	K07750,K22282
gene13027	K07750,K22282
gene12150	K11456,K11457,K11458
gene6887	K10275
gene6888	K09414
gene12620	K17656
gene12621	K17656
gene1626	K04500
gene1627	K09573,K18420
gene1629	K02265
gene9099	K00898,K12077
gene9100	K00287
gene13748	K07427,K15001,K15007
gene14646	K15190
gene14647	K11131
gene14648	K13216
gene14649	K12486
gene5740	K20409
gene5741	K15693
gene4169	K19269,K21013
gene4170	K19269,K21013
gene4171	K19269,K21013
gene4173	K05036
gene7285	K09215
gene5190	K06537,K17352
gene796	K01952
gene797	K13140
gene799	K11657
gene14187	K11975
gene5736	K11165
gene5737	K11165
gene5738	K17586
gene7891	K19912
gene7892	K19489
gene7893	K22072
gene8532	K13212
gene3383	K05610,K08588
gene3384	K11478
gene1823	K09228
gene1825	K09228
gene1827	K11843
gene1828	K11843
gene1829	K07765,K09201
gene1830	K11843
gene1831	K06269,K09571,K12487
gene1832	K10779
gene1833	K00799
gene1834	K06767,K10779,K10875,K22407
gene8860	K04417,K04418,K04419,K17534
gene5359	K00252
gene10119	K08471
gene9378	K07191,K07299,K07593,K08142
gene8053	K09504
gene8054	K04536,K04537,K04538
gene8055	K04536,K04537,K04538
gene715	K12494
gene717	K07151
gene718	K20181
gene720	K19942
gene724	K00681,K18592
gene11401	K12892
gene135	K21891
gene136	K03033
gene138	K19919
gene139	K16340
gene140	K16340
gene141	K16340
gene142	K16340
gene143	K09374
gene144	K01593,K01618
gene145	K01590,K01593,K22329
gene146	K17931,K17932
gene6927	K05673
gene6929	K15139
gene6930	K14768
gene6931	K02524
gene3678	K06106,K14213
gene3679	K14966
gene3680	K19679
gene8097	K00232
gene8098	K20217
gene7860	K14753
gene501	K22371
gene502	K00008
gene503	K00008
gene504	K00008
gene505	K00008
gene506	K07179
gene508	K06067,K11404
gene509	K06630
gene10156	K13515
gene13637	K01194
gene13660	K08545,K08546
gene13661	K08738
gene13577	K12483,K14410,K19283
gene10767	K01047
gene10768	K01047
gene9629	K09233
gene8191	K06699
gene8192	K19404
gene9207	K13196,K22198
gene6857	K19948
gene6858	K19948
gene1153	K18267
gene1158	K20472
gene1159	K04640
gene13925	K02966
gene6992	K07365,K19862
gene6993	K02977,K14842
gene6994	K14842
gene11908	K08892
gene12186	K03120
gene5677	K04735,K09254
gene5678	K04735,K09254
gene5679	K04615
gene13756	K01758
gene13730	K17964
gene5410	K12491,K17848
gene5411	K12491,K17848
gene11410	K02295
gene2443	K18134
gene2444	K03098
gene9257	K03873
gene9258	K07561
gene5785	K19751
gene5786	K04906,K04907,K04911
gene5265	K01265
gene5266	K14821
gene5267	K02154
gene5268	K01900
gene5270	K06258
gene2820	K12657
gene2821	K21246
gene2822	K15720
gene2823	K08830
gene2825	K17824
gene2826	K13122
gene9195	K19329
gene9196	K19329
gene9197	K01136
gene9198	K05012
gene2803	K10247,K10250
gene3183	K01875
gene3184	K18643
gene8586	K07750,K22282
gene963	K13098,K14651
gene964	K01482
gene5667	K18415
gene5668	K17805,K18619
gene5669	K11316
gene5670	K19054
gene9948	K20349
gene9949	K02725,K13141
gene11357	K06753,K06754,K06755
gene11359	K08701
gene8765	K10523
gene3248	K14787
gene3249	K02954,K19514
gene3250	K05770
gene3251	K05770
gene3252	K05770
gene3253	K05770
gene6178	K06126
gene6179	K16772
gene11466	K03841
gene11467	K05544
gene12898	K03850
gene12697	K02090
gene3639	K06753,K06754,K06755
gene11009	K01611,K15203
gene11010	K04255
gene3287	K08471
gene3288	K08471
